1	0.008621
2	0.017551
3	0.008621
4	0.008621
5	0.017551
6	0.017551
7	0.008621
8	0.008621
9	0.008621
10	0.017551
11	0.017551
12	0.008621
13	0.008621
14	0.008621
15	0.008621
16	0.008621
17	0.017551
18	0.008621
19	0.008621
20	0.017551
21	0.008621
22	0.017551
23	0.017551
24	0.008621
25	0.017551
26	0.008621
27	0.008621
28	0.008621
29	0.008621
30	0.008621
31	0.008621
32	0.017551
33	0.017551
34	0.008621
35	0.017551
36	0.008621
37	0.008621
38	0.017551
39	0.017551
40	0.008621
41	0.008621
42	0.008621
43	0.008621
44	0.017551
45	0.017551
46	0.017551
47	0.008621
48	0.017551
49	0.017551
50	0.017551
51	0.008621
52	0.008621
53	0.008621
54	0.017551
55	0.008621
56	0.017551
57	0.008621
58	0.008621
59	0.017551
60	0.008621
61	0.017551
62	0.017551
63	0.008621
64	0.008621
65	0.008621
66	0.008621
67	0.017551
68	0.008621
69	0.008621
70	0.017551
71	0.017551
72	0.017551
73	0.008621
74	0.017551
75	0.008621
76	0.008621
77	0.008621
78	0.008621
79	0.008621
80	0.008621
81	0.008621
82	0.008621
83	0.008621
84	0.017551
85	0.008621
86	0.008621
87	0.017551
88	0.017551
89	0.008621
90	0.008621
91	0.008621
92	0.017551
93	0.008621
94	0.008621
95	0.017551
96	0.017551
97	0.017551
98	0.017551
99	0.008621
100	0.008621
101	0.017551
102	0.008621
103	0.008621
104	0.017551
105	0.017551
106	0.008621
107	0.017551
108	0.017551
109	0.017551
110	0.008621
111	0.017551
112	0.008621
113	0.017551
114	0.017551
115	0.017551
116	0.017551
117	0.008621
118	0.017551
119	0.017551
120	0.017551
121	0.008621
122	0.017551
123	0.017551
124	0.008621
125	0.017551
126	0.008621
127	0.017551
128	0.008621
129	0.008621
130	0.017551
131	0.008621
132	0.017551
133	0.017551
134	0.008621
135	0.017551
136	0.008621
137	0.008621
138	0.008621
139	0.008621
140	0.008621
141	0.008621
142	0.008621
143	0.017551
144	0.008621
145	0.008621
146	0.017551
147	0.008621
148	0.008621
149	0.008621
150	0.008621
151	0.008621
152	0.008621
153	0.008621
154	0.017551
155	0.008621
156	0.008621
157	0.017551
158	0.008621
159	0.017551
160	0.017551
161	0.017551
162	0.017551
163	0.008621
164	0.017551
165	0.008621
166	0.008621
167	0.008621
168	0.008621
169	0.017551
170	0.008621
171	0.008621
172	0.008621
173	0.017551
174	0.017551
175	0.045045
176	0.017551
177	0.017551
178	0.008621
179	0.017551
180	0.008621
181	0.017551
182	0.008621
183	0.008621
184	0.008621
185	0.008621
186	0.008621
187	0.017551
188	0.017551
189	0.017551
190	0.017551
191	0.017551
192	0.017551
193	0.008621
194	0.008621
195	0.008621
196	0.008621
197	0.017551
198	0.017551
199	0.008621
200	0.017551
201	0.017551
202	0.008621
203	0.008621
204	0.017551
205	0.017551
206	0.008621
207	0.008621
208	0.017551
209	0.008621
210	0.008621
211	0.017551
212	0.008621
213	0.017551
214	0.008621
215	0.008621
216	0.008621
217	0.008621
218	0.008621
219	0.017551
220	0.008621
221	0.008621
222	0.008621
223	0.008621
224	0.008621
225	0.017551
226	0.008621
227	0.017551
228	0.017551
229	0.017551
230	0.017551
231	0.008621
232	0.008621
233	0.017551
234	0.017551
235	0.017551
