1	0.011132
2	0.011132
3	0.011132
4	0.011132
5	0.011132
6	0.011132
7	0.011132
8	0.011132
9	0.011132
10	0.011132
11	0.011132
12	0.011132
13	0.011132
14	0.011132
15	0.011132
16	0.011132
17	0.011132
18	0.011132
19	0.011132
20	0.011132
21	0.011132
22	0.011132
23	0.011132
24	0.011132
25	0.011132
26	0.011132
27	0.011132
28	0.011132
29	0.011132
30	0.011132
31	0.011132
32	0.011132
33	0.011132
34	0.011132
35	0.011132
36	0.011132
37	0.011132
38	0.011132
39	0.011132
40	0.011132
41	0.011132
42	0.011132
43	0.011132
44	0.011132
45	0.011132
46	0.011132
47	0.011132
48	0.011132
49	0.011132
50	0.011132
51	0.011132
52	0.011132
53	0.011132
54	0.011132
55	0.011132
56	0.011132
57	0.011132
58	0.011132
59	0.011132
60	0.011132
61	0.011132
62	0.011132
63	0.011132
64	0.011132
65	0.011132
66	0.011132
67	0.011132
68	0.011132
69	0.011132
70	0.011132
71	0.011132
72	0.011132
73	0.011132
74	0.011132
75	0.011132
76	0.011132
77	0.011132
78	0.011132
79	0.011132
80	0.011132
81	0.011132
82	0.011132
83	0.011132
84	0.011132
85	0.011132
86	0.011132
87	0.011132
88	0.011132
89	0.011132
90	0.011132
91	0.011132
92	0.011132
93	0.011132
94	0.011132
95	0.011132
96	0.011132
97	0.011132
98	0.011132
99	0.011132
100	0.011132
101	0.011132
102	0.011132
103	0.011132
104	0.011132
105	0.011132
106	0.011132
107	0.011132
108	0.011132
109	0.011132
110	0.011132
111	0.011132
112	0.011132
113	0.011132
114	0.011132
115	0.011132
116	0.011132
117	0.011132
118	0.011132
119	0.011132
120	0.011132
121	0.011132
122	0.011132
123	0.011132
124	0.011132
125	0.011132
126	0.011132
127	0.011132
128	0.011132
129	0.011132
130	0.011132
131	0.011132
132	0.011132
133	0.011132
134	0.011132
135	0.011132
136	0.011132
137	0.011132
138	0.011132
139	0.011132
140	0.011132
141	0.011132
142	0.011132
143	0.011132
144	0.011132
145	0.011132
146	0.011132
147	0.011132
148	0.011132
149	0.011132
150	0.011132
151	0.011132
152	0.011132
153	0.011132
154	0.011132
155	0.011132
156	0.011132
157	0.011132
158	0.011132
159	0.011132
160	0.011132
161	0.011132
162	0.011132
163	0.011132
164	0.011132
165	0.011132
166	0.011132
167	0.011132
168	0.011132
169	0.011132
170	0.011132
171	0.011132
172	0.011132
173	0.011132
174	0.011132
175	0.011132
176	0.011132
177	0.011132
178	0.011132
179	0.011132
180	0.011132
181	0.011132
182	0.011132
183	0.011132
184	0.011132
185	0.011132
186	0.011132
187	0.011132
188	0.011132
189	0.011132
190	0.011132
191	0.011132
192	0.011132
193	0.011132
